# Pathway	SRR5983287.clean.concat_Abundance-CPM	SRR5983306.clean.concat_Abundance-CPM	SRR5983438.clean.concat_Abundance-CPM	SRR5983451.clean.concat_Abundance-CPM	SRR5983464.clean.concat_Abundance-CPM
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Dialister.s__Dialister_invisus	0	8.31557	0	16.1497	10.8655
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Erysipelatoclostridium.s__Clostridium_innocuum	0	0	0	0.924305	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	52.5713	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_fergusonii	0	0	0	2.10658	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	2.85137	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	0	2.26065	14.386	0	21.5156
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	14.7334	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	0	0	3.21231	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Prevotella.s__Prevotella_sp_CAG_891	0	2.61456	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	3.14215	1.9972	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|unclassified	0	11.1803	0	9.34787	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	569.774	566.554	464.999	324.901	375.557
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_caccae	0	10.2942	20.7428	6.32915	9.13946
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0.995009	0	4.41756
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_dorei	131.768	0	97.1315	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_faecis	34.8308	0	0	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	1.10497	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis	0	12.7573	1.96648	0.332044	17.4112
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_massiliensis	145.072	0	0	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	6.32939	0.168764	6.34799	0.673583	3.34608
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	18.402	5.97332	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0	353.497	0	26.2513	36.3489
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	31.376	0.306546	6.75591
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bilophila.s__Bilophila_wadsworthia	0	0	0	7.84732	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Citrobacter.s__Citrobacter_freundii	0	0	0	6.59125	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Dialister.s__Dialister_invisus	0	9.73228	0	17.6789	13.9569
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0.318542	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	50.4934	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_fergusonii	0	0	0	1.077	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0.461896	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	3.29997	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	0	1.41451	14.0229	0	15.0922
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	20.4946	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	2.49248	2.24544	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified	0	15.2065	0	16.4927	0
PWY-7234: inosine-5'-phosphate biosynthesis III	12.6213	1.95325	150.492	130.645	55.2166
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Alistipes.s__Alistipes_finegoldii	0	0	12.8797	1.02021	0
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Alistipes.s__Alistipes_onderdonkii	0	0	1.88717	0.795932	0
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Alistipes.s__Alistipes_putredinis	0	0	21.1003	0	14.525
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	1.62198	0
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	19.5435	0	0
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Citrobacter.s__Citrobacter_freundii	0	0	0	2.40059	0
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Escherichia.s__Escherichia_coli	0	0	1.04387	30.5547	0
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Escherichia.s__Escherichia_fergusonii	0	0	0	0.130798	0
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	2.20941	0
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0.513151	0
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Mesosutterella.s__Mesosutterella_multiformis	0	0	0	0	3.66576
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	13.0084	0
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	1.8312	0.510136	0
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Sutterella.s__Sutterella_wadsworthensis	3.28416	0	0	0	0
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	0	0	7.46581	9.77185	0
PWY-7237: myo-, chiro- and scyllo-inositol degradation	0	252.428	0	194.969	185.266
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Agathobaculum.s__Agathobaculum_butyriciproducens	0	1.51589	0	0	0
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Anaerostipes.s__Anaerostipes_hadrus	0	2.81889	0	1.20205	20.1368
PWY-7237: myo-, chiro- and scyllo-inositol degradation|unclassified	0	6.89	0	0	0
PWY-7238: sucrose biosynthesis II	666.356	279.453	535.997	517.808	631.883
PWY-7238: sucrose biosynthesis II|g__Alistipes.s__Alistipes_shahii	0	0	2.48984	0	0
PWY-7238: sucrose biosynthesis II|g__Anaerostipes.s__Anaerostipes_hadrus	9.12096	1.20014	13.6548	0	14.09
PWY-7238: sucrose biosynthesis II|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	1.80272	0	4.30505
PWY-7238: sucrose biosynthesis II|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	7.19975	0
PWY-7238: sucrose biosynthesis II|g__Bacteroides.s__Bacteroides_faecis	4.95682	0	0	0	0
PWY-7238: sucrose biosynthesis II|g__Bacteroides.s__Bacteroides_finegoldii	0	0.26757	0	0.337991	0
PWY-7238: sucrose biosynthesis II|g__Bacteroides.s__Bacteroides_intestinalis	0	0	0.361909	0	1.26646
PWY-7238: sucrose biosynthesis II|g__Bacteroides.s__Bacteroides_stercoris	78.6648	17.7652	51.441	1.6563	202.565
PWY-7238: sucrose biosynthesis II|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	32.3846	9.50481	0	0
PWY-7238: sucrose biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	107.691	91.8257	9.01169	5.61073	0
PWY-7238: sucrose biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	3.68846	0
PWY-7238: sucrose biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_bifidum	0	0	0	1.4405	0
PWY-7238: sucrose biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_longum	3.68306	0	14.3271	0	10.6262
PWY-7238: sucrose biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	38.7479	1.23518	0
PWY-7238: sucrose biosynthesis II|g__Blautia.s__Blautia_obeum	1.58227	1.88718	4.46479	0	0
PWY-7238: sucrose biosynthesis II|g__Blautia.s__Blautia_sp_CAG_52	0	0	5.32314	0	0
PWY-7238: sucrose biosynthesis II|g__Blautia.s__Blautia_wexlerae	1.42976	0	0	0	0
PWY-7238: sucrose biosynthesis II|g__Blautia.s__Ruminococcus_gnavus	3.06069	0	38.4241	0	0
PWY-7238: sucrose biosynthesis II|g__Blautia.s__Ruminococcus_torques	0	0	99.1477	23.9212	0
PWY-7238: sucrose biosynthesis II|g__Clostridium.s__Clostridium_sp_CAG_505	0	1.44528	0	0	0
PWY-7238: sucrose biosynthesis II|g__Collinsella.s__Collinsella_aerofaciens	0	0	7.074	1.903	0
PWY-7238: sucrose biosynthesis II|g__Coprococcus.s__Coprococcus_comes	0	0	8.67882	0	0
PWY-7238: sucrose biosynthesis II|g__Dorea.s__Dorea_formicigenerans	0	0	0.931822	0	0
PWY-7238: sucrose biosynthesis II|g__Dorea.s__Dorea_longicatena	0	2.5245	13.0362	4.63344	0
PWY-7238: sucrose biosynthesis II|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0.31831	0
PWY-7238: sucrose biosynthesis II|g__Escherichia.s__Escherichia_coli	0	0	0	101.731	0
PWY-7238: sucrose biosynthesis II|g__Escherichia.s__Escherichia_marmotae	0	0	0	0.0650321	0
PWY-7238: sucrose biosynthesis II|g__Eubacterium.s__Eubacterium_eligens	0	0	2.64968	0	0
PWY-7238: sucrose biosynthesis II|g__Eubacterium.s__Eubacterium_hallii	12.9346	0	3.42769	0	0
PWY-7238: sucrose biosynthesis II|g__Eubacterium.s__Eubacterium_sp_CAG_38	0	0	0	0.792619	0
PWY-7238: sucrose biosynthesis II|g__Eubacterium.s__Eubacterium_ventriosum	0	0	0	7.98797	0
PWY-7238: sucrose biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	54.2845	7.98944	9.32713	75.7801	147.738
PWY-7238: sucrose biosynthesis II|g__Firmicutes_unclassified.s__Firmicutes_bacterium_AF16_15	26.2767	1.52539	0	0	0
PWY-7238: sucrose biosynthesis II|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_424	0	0.468712	0	0	0
PWY-7238: sucrose biosynthesis II|g__Flavonifractor.s__Flavonifractor_plautii	10.4676	2.38059	1.24475	0	2.32095
PWY-7238: sucrose biosynthesis II|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	2.02628	0	4.87219	0
PWY-7238: sucrose biosynthesis II|g__Gemmiger.s__Gemmiger_formicilis	0	0	0	2.7027	0
PWY-7238: sucrose biosynthesis II|g__Hungatella.s__Hungatella_hathewayi	0	3.13652	0	0	0
PWY-7238: sucrose biosynthesis II|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0.795832	0
PWY-7238: sucrose biosynthesis II|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	3.56406	0
PWY-7238: sucrose biosynthesis II|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	7.46946	0	0	0
PWY-7238: sucrose biosynthesis II|g__Lachnospira.s__Lachnospira_pectinoschiza	0	0	4.11764	11.4539	0
PWY-7238: sucrose biosynthesis II|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	25.1176	28.0653	3.77514
PWY-7238: sucrose biosynthesis II|g__Megasphaera.s__Megasphaera_sp_DISK_18	0	0	0	2.8255	0
PWY-7238: sucrose biosynthesis II|g__Oscillibacter.s__Oscillibacter_sp_CAG_241	0	0	1.9335	0	0
PWY-7238: sucrose biosynthesis II|g__Roseburia.s__Roseburia_faecis	40.0335	7.21833	3.69113	4.24376	3.6825
PWY-7238: sucrose biosynthesis II|g__Roseburia.s__Roseburia_hominis	0	1.45959	3.17562	0	0
PWY-7238: sucrose biosynthesis II|g__Roseburia.s__Roseburia_intestinalis	101.298	0	0	0	0
PWY-7238: sucrose biosynthesis II|g__Roseburia.s__Roseburia_inulinivorans	0	0.871758	0.645224	0	0
PWY-7238: sucrose biosynthesis II|g__Roseburia.s__Roseburia_sp_CAG_100	5.77278	0	0	0	0
PWY-7238: sucrose biosynthesis II|g__Ruminococcaceae_unclassified.s__Clostridium_leptum	0	0	4.00867	1.21429	0
PWY-7238: sucrose biosynthesis II|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	0	0	0	0	22.0832
PWY-7238: sucrose biosynthesis II|g__Ruminococcus.s__Ruminococcus_bicirculans	0	0	0	1.02402	0
PWY-7238: sucrose biosynthesis II|g__Ruminococcus.s__Ruminococcus_bromii	0	0	0	1.39492	0
PWY-7238: sucrose biosynthesis II|g__Ruminococcus.s__Ruminococcus_lactaris	0	0	2.3639	0	0
PWY-7238: sucrose biosynthesis II|g__Ruminococcus.s__Ruminococcus_sp_CAG_330	0	0	0	1.12397	0
PWY-7238: sucrose biosynthesis II|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans	0	0	8.17994	0	0
PWY-7238: sucrose biosynthesis II|g__Subdoligranulum.s__Subdoligranulum_sp_APC924_74	0	0	0.774495	27.4714	3.08263
PWY-7238: sucrose biosynthesis II|unclassified	40.0918	16.5263	23.6577	123.841	72.0566
PWY-7242: D-fructuronate degradation	95.8996	20.2463	99.3327	89.5401	193.125
PWY-7242: D-fructuronate degradation|g__Bacteroides.s__Bacteroides_fragilis	0	0	2.55178	0	8.14322
PWY-7242: D-fructuronate degradation|g__Citrobacter.s__Citrobacter_freundii	0	0	0	4.59357	0
PWY-7242: D-fructuronate degradation|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0.333069	0
PWY-7242: D-fructuronate degradation|g__Escherichia.s__Escherichia_coli	0	0	0	13.2963	0
PWY-7242: D-fructuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	22.1716	0	0	12.5429	55.173
PWY-7242: D-fructuronate degradation|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	2.9861	0
PWY-7242: D-fructuronate degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	5.02053	0
PWY-7242: D-fructuronate degradation|g__Lachnoclostridium.s__Clostridium_aldenense	0	0	0	0.0862321	0
PWY-7242: D-fructuronate degradation|unclassified	0	0	1.06782	9.37382	6.23058
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	440.715	318.605	423.108	275.891	307.507
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0	8.53641
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0.776998	0	2.78891
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	5.72053	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Bacteroides.s__Bacteroides_fragilis	0	8.29328	4.55235	0	13.4932
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	43.6835	66.1096	4.15434	4.40781	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	2.53942	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	9.32854	0	3.98024
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	22.167	0.836997	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Blautia.s__Ruminococcus_torques	0	0	33.9934	1.69882	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Candidatus_Gastranaerophilales_unclassified.s__Candidatus_Gastranaerophilales_bacterium_HUM_10	0	8.43408	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Citrobacter.s__Citrobacter_freundii	0	0	0	2.30523	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Coprococcus.s__Coprococcus_comes	0	0	6.37309	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Dialister.s__Dialister_invisus	0	8.79791	0	13.9002	10.2147
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Dorea.s__Dorea_longicatena	0	0	6.59226	1.69966	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Escherichia.s__Escherichia_coli	0	0	0	56.4458	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Eubacterium.s__Eubacterium_hallii	0	0	1.35552	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	12.988	0	0	18.5274	16.7177
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	2.45706	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Hungatella.s__Hungatella_hathewayi	0	3.28295	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	2.54493	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Lachnospira.s__Lachnospira_pectinoschiza	0	0	4.69739	8.90385	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Roseburia.s__Roseburia_intestinalis	47.0534	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Ruminococcaceae_unclassified.s__Clostridium_leptum	0	0	2.26072	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans	0	0	3.87154	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified	17.1583	10.6431	22.0739	26.0859	24.5996
PWY-7254: TCA cycle VII (acetate-producers)	0	0	13.0302	0	0
PWY-7269: mitochondrial NADPH production (yeast)	0	0	0	20.1679	0
PWY-7269: mitochondrial NADPH production (yeast)|g__Escherichia.s__Escherichia_coli	0	0	0	11.1165	0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	341.425	236.085	226.521	196.429	135.381
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_fragilis	0	0	3.50187	0	3.32874
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	2.4471	0	15.6121	0	9.0535
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	102.762	88.678	4.78336	5.46997	0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	1.27955	0	0.578043
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Citrobacter.s__Citrobacter_freundii	0	0	0	4.35316	0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Escherichia.s__Escherichia_coli	0	0	0	52.2718	0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Escherichia.s__Escherichia_fergusonii	0	0	0	0.227449	0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0.492094	0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|unclassified	0	0	4.95959	2.13719	4.74907
PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis	94.4825	22.9096	82.5732	0	291.85
PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis|g__Bacteroides.s__Bacteroides_stercoris	45.4076	11.2723	45.4987	0	170.312
PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis|unclassified	0	1.44012	0	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	0	2.75685	13.5994	63.5108	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0	0	4.04714	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Citrobacter.s__Citrobacter_freundii	0	0	0	2.92721	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	1.46676	26.3052	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Escherichia.s__Escherichia_fergusonii	0	0	0	1.66128	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0.230685	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	2.69309	13.06	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|unclassified	0	2.54639	5.42812	2.03663	0
PWY-7316: dTDP-N-acetylviosamine biosynthesis	0	0	5.68547	0	0
PWY-7316: dTDP-N-acetylviosamine biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	0	0	5.05727	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	216.15	36.226	84.3166	154.84	107.953
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	40.3354	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	1.11098	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0.141659	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|unclassified	0	0	2.1542	18.1547	0
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	33.1267	37.3223	73.4982	186.38	69.3601
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|g__Blautia.s__Ruminococcus_torques	0	0	0	1.39871	0
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	11.4293	0
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	1.88379	0	0	0
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified	6.07703	0	18.8316	19.7188	4.16748
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	0	0	7.37717	0	0
PWY-7340: 9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)	0	0	1.08772	8.17815	0
PWY-7345: superpathway of anaerobic sucrose degradation	83.0846	93.8175	120.255	210.989	83.1287
PWY-7345: superpathway of anaerobic sucrose degradation|g__Escherichia.s__Escherichia_coli	0	0	0	63.5814	0
PWY-7345: superpathway of anaerobic sucrose degradation|unclassified	0	0	11.4717	8.77286	0
PWY-7356: thiamine diphosphate salvage IV (yeast)	0	20.0798	53.4839	15.9625	24.1063
PWY-7356: thiamine diphosphate salvage IV (yeast)|unclassified	0	3.36677	4.21207	0	3.35082
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	324.085	238.634	229.626	223.353	176.386
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Anaerostipes.s__Anaerostipes_hadrus	6.34046	1.66841	8.80522	0	6.82973
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_fragilis	0	0	2.97208	0	2.33079
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_ovatus	3.6725	0	6.46786	0	10.2004
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_uniformis	93.3599	81.5611	3.30999	3.79215	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	19.7992	0.14867	1.92989
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Bifidobacterium.s__Bifidobacterium_bifidum	0	0	0	1.61364	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Blautia.s__Blautia_obeum	1.79428	0	0	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Blautia.s__Ruminococcus_gnavus	0	0	18.9775	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Blautia.s__Ruminococcus_torques	0	0.69914	25.1422	9.62584	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Citrobacter.s__Citrobacter_freundii	0	0	0	1.72887	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Collinsella.s__Collinsella_aerofaciens	0	0	3.79529	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Coprococcus.s__Coprococcus_comes	0	0	5.22975	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Dialister.s__Dialister_invisus	0	9.15439	0	17.5105	11.4987
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Dorea.s__Dorea_formicigenerans	0	0	0.258939	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Dorea.s__Dorea_longicatena	0	0	5.91807	2.3491	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Escherichia.s__Escherichia_coli	0	0	0	29.5547	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Escherichia.s__Escherichia_marmotae	0	0	0	0.105893	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Eubacterium.s__Eubacterium_hallii	4.51581	0	0	0	0
