# Pathway	SRR5983287.clean.concat_Abundance-CPM	SRR5983306.clean.concat_Abundance-CPM	SRR5983438.clean.concat_Abundance-CPM	SRR5983451.clean.concat_Abundance-CPM	SRR5983464.clean.concat_Abundance-CPM
FAO-PWY: fatty acid &beta;-oxidation I (generic)|g__Citrobacter.s__Citrobacter_freundii	0	0	0	4.1754	0
FAO-PWY: fatty acid &beta;-oxidation I (generic)|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	1.77642	0
FAO-PWY: fatty acid &beta;-oxidation I (generic)|g__Escherichia.s__Escherichia_coli	0	0	0	67.1684	0
FAO-PWY: fatty acid &beta;-oxidation I (generic)|g__Escherichia.s__Escherichia_fergusonii	0	0	0	1.94558	0
FAO-PWY: fatty acid &beta;-oxidation I (generic)|g__Escherichia.s__Escherichia_marmotae	0	0	0	0.141173	0
FAO-PWY: fatty acid &beta;-oxidation I (generic)|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	1.78673	0
FAO-PWY: fatty acid &beta;-oxidation I (generic)|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	4.38056	0
FAO-PWY: fatty acid &beta;-oxidation I (generic)|unclassified	0	0	4.88158	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated	9.62659	332.113	94.423	231.68	71.675
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Alistipes.s__Alistipes_finegoldii	0	0	12.4349	1.83055	3.07837
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Alistipes.s__Alistipes_onderdonkii	0	0	3.81742	0.719851	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	3.42456
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Bacteroides.s__Bacteroides_vulgatus	0	247.508	0	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Bifidobacterium.s__Bifidobacterium_longum	2.44055	0	5.39357	0	2.7819
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Citrobacter.s__Citrobacter_freundii	0	0	0	10.388	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Escherichia.s__Escherichia_coli	0	0	2.3081	80.2489	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Escherichia.s__Escherichia_fergusonii	0	0	0	1.34	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|unclassified	0	3.32746	8.32035	13.4095	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	7.24102	0	15.7594	0	8.2065
FERMENTATION-PWY: mixed acid fermentation	29.2033	15.7663	74.9489	216.55	106.741
FERMENTATION-PWY: mixed acid fermentation|g__Citrobacter.s__Citrobacter_freundii	0	0	0	6.94938	0
FERMENTATION-PWY: mixed acid fermentation|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0.671857	0
FERMENTATION-PWY: mixed acid fermentation|g__Escherichia.s__Escherichia_coli	0	0	0.99187	89.6872	0
FERMENTATION-PWY: mixed acid fermentation|g__Escherichia.s__Escherichia_marmotae	0	0	0	0.300179	0
FERMENTATION-PWY: mixed acid fermentation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	17.3515	0
FERMENTATION-PWY: mixed acid fermentation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0.744974	0
FERMENTATION-PWY: mixed acid fermentation|unclassified	4.94638	4.79479	8.05838	13.7626	9.02077
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	0	0	64.893	49.2246	17.187
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage|g__Escherichia.s__Escherichia_coli	0	0	0	12.0921	0
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	19.7825	10.994	94.7101	122.964	44.1861
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation|g__Citrobacter.s__Citrobacter_freundii	0	0	0	3.49803	0
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation|g__Escherichia.s__Escherichia_coli	0	0	0	50.5652	0
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	1.43093	0
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	4.24842	0
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation|unclassified	0	0	5.93194	0	0
FUCCAT-PWY: fucose degradation	9.31396	5.00296	56.4044	115.31	24.9149
FUCCAT-PWY: fucose degradation|g__Blautia.s__Ruminococcus_torques	0	0	0.650262	0.592459	0
FUCCAT-PWY: fucose degradation|g__Citrobacter.s__Citrobacter_freundii	0	0	0	3.77042	0
FUCCAT-PWY: fucose degradation|g__Escherichia.s__Escherichia_coli	0	0	0	65.3555	0
FUCCAT-PWY: fucose degradation|g__Escherichia.s__Escherichia_marmotae	0	0	0	0.467813	0
FUCCAT-PWY: fucose degradation|g__Klebsiella.s__Klebsiella_aerogenes	0	0	0	0.1225	0
FUCCAT-PWY: fucose degradation|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	2.71306	0
FUCCAT-PWY: fucose degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	6.15423	0
FUCCAT-PWY: fucose degradation|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	0	0	0	0	7.19759
FUCCAT-PWY: fucose degradation|unclassified	0	0	7.10028	9.83357	0
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	110.274	11.459	28.3055	78.3807	16.744
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|g__Escherichia.s__Escherichia_coli	0	0	0	15.1603	0
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0.693321	0
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|unclassified	0	0	0	2.40368	0
GALACTARDEG-PWY: D-galactarate degradation I	19.7564	9.43565	16.8076	119.895	5.84342
GALACTARDEG-PWY: D-galactarate degradation I|g__Citrobacter.s__Citrobacter_freundii	0	0	0	6.5896	0
GALACTARDEG-PWY: D-galactarate degradation I|g__Escherichia.s__Escherichia_coli	0	0	1.60576	95.4079	0
GALACTARDEG-PWY: D-galactarate degradation I|g__Escherichia.s__Escherichia_fergusonii	0	0	0	0.19021	0
GALACTARDEG-PWY: D-galactarate degradation I|g__Flavonifractor.s__Flavonifractor_plautii	12.0366	0	0	0	2.11606
GALACTARDEG-PWY: D-galactarate degradation I|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	6.6525	0
GALACTARDEG-PWY: D-galactarate degradation I|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0.701244	0	0	0
GALACTARDEG-PWY: D-galactarate degradation I|unclassified	0	1.27407	4.89415	2.10909	0
GALACTITOLCAT-PWY: galactitol degradation	0	0	4.00368	79.0178	0
GALACTITOLCAT-PWY: galactitol degradation|g__Escherichia.s__Escherichia_coli	0	0	0	47.8248	0
GALACTITOLCAT-PWY: galactitol degradation|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0.469289	0
GALACTITOLCAT-PWY: galactitol degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	6.72508	0
GALACTITOLCAT-PWY: galactitol degradation|unclassified	0	0	3.22976	3.14401	0
GALACTUROCAT-PWY: D-galacturonate degradation I	99.6523	24.6315	105.5	92.4506	183.725
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Alistipes.s__Alistipes_shahii	0	0	2.22664	0	0
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Citrobacter.s__Citrobacter_freundii	0	0	0	4.48066	0
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0.0709293	0
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Escherichia.s__Escherichia_coli	0	0	1.24314	15.4939	0
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	25.3706	0	0	14.7479	63.3666
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0.402586	0
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	2.33355	0
GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified	0	0	0	2.02405	2.75471
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	119.075	40.957	113.706	147.402	149.766
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Citrobacter.s__Citrobacter_freundii	0	0	0	5.72803	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Escherichia.s__Escherichia_coli	0	0	2.42296	44.2348	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Escherichia.s__Escherichia_fergusonii	0	0	0	1.1388	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	34.7436	0	0	23.2419	59.186
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	1.54023	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	1.27318	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	7.86572	1.40225	12.4851	8.87921	11.9546
GLUCARDEG-PWY: D-glucarate degradation I	4.365	6.72333	8.60325	81.6614	0
GLUCARDEG-PWY: D-glucarate degradation I|g__Citrobacter.s__Citrobacter_freundii	0	0	0	5.1399	0
GLUCARDEG-PWY: D-glucarate degradation I|g__Escherichia.s__Escherichia_coli	0	0	1.5276	62.6605	0
GLUCARDEG-PWY: D-glucarate degradation I|g__Escherichia.s__Escherichia_fergusonii	0	0	0	0.177836	0
GLUCARDEG-PWY: D-glucarate degradation I|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0.384094	0
GLUCARDEG-PWY: D-glucarate degradation I|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	6.6525	0
GLUCARDEG-PWY: D-glucarate degradation I|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0.714205	0	0	0
GLUCARDEG-PWY: D-glucarate degradation I|unclassified	0	1.10824	2.42181	1.93967	0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	19.7564	9.43565	16.8076	119.895	5.84342
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|g__Citrobacter.s__Citrobacter_freundii	0	0	0	6.5896	0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|g__Escherichia.s__Escherichia_coli	0	0	1.60576	95.4079	0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|g__Escherichia.s__Escherichia_fergusonii	0	0	0	0.19021	0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|g__Flavonifractor.s__Flavonifractor_plautii	12.0366	0	0	0	2.11606
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	6.6525	0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0.701244	0	0	0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|unclassified	0	1.27407	4.89415	2.10909	0
GLUCONEO-PWY: gluconeogenesis I	86.0025	93.5528	236.876	247.352	213.749
GLUCONEO-PWY: gluconeogenesis I|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0.837807	0	6.18041
GLUCONEO-PWY: gluconeogenesis I|g__Bacteroides.s__Bacteroides_fragilis	0	8.71424	4.66084	0	18.2945
GLUCONEO-PWY: gluconeogenesis I|g__Citrobacter.s__Citrobacter_freundii	0	0	0	5.8599	0
GLUCONEO-PWY: gluconeogenesis I|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0.354308	0
GLUCONEO-PWY: gluconeogenesis I|g__Escherichia.s__Escherichia_coli	0	0	0	71.8144	0
GLUCONEO-PWY: gluconeogenesis I|g__Escherichia.s__Escherichia_marmotae	0	0	0	0.394804	0
GLUCONEO-PWY: gluconeogenesis I|unclassified	7.09859	0	16.5345	22.5796	7.60005
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	251.237	73.3293	197.875	183.079	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0.212518	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|g__Escherichia.s__Escherichia_coli	0	0	0	89.8031	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|g__Escherichia.s__Escherichia_fergusonii	0	0	0	1.63089	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|g__Escherichia.s__Escherichia_marmotae	0	0	0	0.0599445	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0.0336968	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	6.42367	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|unclassified	11.0402	1.26496	16.8253	13.0597	0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	127.177	29.0362	120.442	110.826	196.067
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|g__Bacteroides.s__Bacteroides_fragilis	0	0	3.61683	0	6.01346
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|g__Citrobacter.s__Citrobacter_freundii	0	0	0	3.41255	0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|g__Escherichia.s__Escherichia_coli	0	0	0	18.0563	0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	15.2187	0	0	13.8809	63.408
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	4.01778	0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|unclassified	0	0	1.52746	12.9188	2.89552
GLUDEG-I-PWY: GABA shunt	0	0	4.74657	54.2581	19.7281
GLUDEG-I-PWY: GABA shunt|g__Escherichia.s__Escherichia_coli	0	0	0	4.96858	0
GLUDEG-I-PWY: GABA shunt|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	1.59648	0
GLUDEG-I-PWY: GABA shunt|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	2.61479	0
GLUDEG-I-PWY: GABA shunt|unclassified	0	0	0	1.04045	0
GLUTORN-PWY: L-ornithine biosynthesis I	284.966	92.9574	270.577	281.117	232.538
GLUTORN-PWY: L-ornithine biosynthesis I|g__Alistipes.s__Alistipes_finegoldii	0	0	9.83123	0.624866	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	6.29455	0	5.01253
GLUTORN-PWY: L-ornithine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	1.69354	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_longum	2.66078	0	8.44385	0	4.29608
GLUTORN-PWY: L-ornithine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	11.0795	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Blautia_obeum	0	1.46418	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Blautia_sp_CAG_52	0	0	1.45003	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Ruminococcus_gnavus	0	0	21.3345	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Ruminococcus_torques	0	0	65.9302	12.4109	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Citrobacter.s__Citrobacter_freundii	0	0	0	4.53642	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Clostridium.s__Clostridium_sp_CAG_505	0	1.18663	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Collinsella.s__Collinsella_aerofaciens	0	0	2.43789	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Coprococcus.s__Coprococcus_comes	0	0	7.96983	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Dorea.s__Dorea_longicatena	0	0	5.21176	2.04159	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Eisenbergiella.s__Eisenbergiella_massiliensis	0	0	1.12722	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Eisenbergiella.s__Eisenbergiella_tayi	0	0	0	0.716837	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0.134675	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	1.64232	75.7252	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	0	0	2.62364	0	2.2392
GLUTORN-PWY: L-ornithine biosynthesis I|g__Eubacterium.s__Eubacterium_sp_36_13	0	0	0	1.20633	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Eubacterium.s__Eubacterium_ventriosum	0	0	0	7.58657	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	26.7051	3.15228	3.00074	27.1614	62.7091
GLUTORN-PWY: L-ornithine biosynthesis I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_AF16_15	18.8506	0	0	0.670328	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Flavonifractor.s__Flavonifractor_plautii	8.82756	0	0	0	2.41918
GLUTORN-PWY: L-ornithine biosynthesis I|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	1.6071	0	2.78257	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Gemmiger.s__Gemmiger_formicilis	0	0	0	1.5615	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Hungatella.s__Hungatella_hathewayi	0	1.55432	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0.706365	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	2.39337	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Lachnospira.s__Lachnospira_pectinoschiza	0	0	4.07859	4.92242	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	10.1222	7.56826	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0.647275	7.81336	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	0	0	4.69933	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	1.35448	1.5295	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Roseburia.s__Roseburia_faecis	16.4303	3.59987	1.92497	1.31375	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Roseburia.s__Roseburia_intestinalis	43.5424	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Ruminococcaceae_unclassified.s__Clostridium_leptum	0	0	2.48299	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	0	0	0	0	10.3292
GLUTORN-PWY: L-ornithine biosynthesis I|g__Ruminococcus.s__Ruminococcus_bromii	0	0	0	1.36465	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Ruminococcus.s__Ruminococcus_lactaris	0	0	2.45578	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Subdoligranulum.s__Subdoligranulum_sp_APC924_74	0	0	0	19.4219	0
GLUTORN-PWY: L-ornithine biosynthesis I|unclassified	26.8707	9.34034	18.235	28.0118	50.9678
GLYCOCAT-PWY: glycogen degradation I	204.468	134.793	149.232	59.0991	8.32636
GLYCOCAT-PWY: glycogen degradation I|g__Escherichia.s__Escherichia_coli	0	0	0	22.8947	0
GLYCOCAT-PWY: glycogen degradation I|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0.176563	0
GLYCOCAT-PWY: glycogen degradation I|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	3.72403	0
GLYCOCAT-PWY: glycogen degradation I|unclassified	0	0	1.0403	2.01823	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	479.557	161.069	442.801	422.382	366.485
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Anaerostipes.s__Anaerostipes_hadrus	15.8512	1.06866	20.5503	0	25.0678
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bacteroides.s__Bacteroides_caccae	0	7.93726	18.8986	4.26756	7.56927
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	3.08398	0	11.1419
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bacteroides.s__Bacteroides_faecis	36.0656	0	0	0	0.221053
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bacteroides.s__Bacteroides_finegoldii	0	0.118319	0	1.13457	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bacteroides.s__Bacteroides_fragilis	0	7.80278	1.86001	0	9.70296
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bacteroides.s__Bacteroides_ovatus	3.49417	0.214059	4.62004	0.754412	6.70472
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	16.6394	5.29226	0.408846	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	15.6039	0	1.71316
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	2.76697	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bifidobacterium.s__Bifidobacterium_bifidum	0	0	0	0.826992	0.287748
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bifidobacterium.s__Bifidobacterium_breve	0	0	0	0.112047	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	8.89933	0.619451	5.11529
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	25.7068	0.613227	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Blautia_obeum	2.72664	1.56405	1.43389	0.548308	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Blautia_sp_CAG_52	0	0	2.31137	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Blautia_wexlerae	3.57864	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Ruminococcus_gnavus	0	0	30.6988	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Ruminococcus_torques	0	0.722625	82.5396	23.1593	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Candidatus_Gastranaerophilales_unclassified.s__Candidatus_Gastranaerophilales_bacterium_HUM_10	0	6.39682	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Citrobacter.s__Citrobacter_freundii	0	0	0	5.90095	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Clostridium.s__Clostridium_sp_AM22_11AC	0	0	0	2.60474	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Collinsella.s__Collinsella_aerofaciens	0	0	5.87512	1.76176	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Coprococcus.s__Coprococcus_comes	0	0	11.7144	4.32455	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Dorea.s__Dorea_formicigenerans	0	0	2.10423	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Dorea.s__Dorea_longicatena	0	0.181105	13.3582	6.62788	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Eisenbergiella.s__Eisenbergiella_tayi	0	0	0	1.45415	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Erysipelatoclostridium.s__Clostridium_innocuum	0	0	0	0.928976	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Escherichia.s__Escherichia_coli	0	0	2.73787	85.3273	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Eubacterium.s__Eubacterium_eligens	0	0	2.88814	1.14782	3.13926
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Eubacterium.s__Eubacterium_hallii	8.58492	1.27109	3.77294	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Eubacterium.s__Eubacterium_ventriosum	0	0	0	9.6314	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	42.8708	4.23584	5.49874	50.6716	128.815
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_AF16_15	31.6121	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_424	0	0.922083	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Flavonifractor.s__Flavonifractor_plautii	9.05073	1.77685	1.41066	0	2.90066
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	3.66331	0	7.47717	0
